SampleID,MachineID,BatchNumber,DateTime,Origin,RoastProfile,BatchesSinceMaint,MaintenanceCycle,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,TotalScore,Grade
ROASTER_01_B0086_S4,ROASTER_01,86,2024-01-16 01:00:00,Kenya,Light,26,2,7.97,7.13,7.65,7.8,7.36,7.11,45.02,Premium
ROASTER_01_B0086_S5,ROASTER_01,86,2024-01-16 01:00:00,Kenya,Light,26,2,8.43,7.44,7.85,7.84,8.09,6.88,46.53,Premium
ROASTER_01_B0087_S1,ROASTER_01,87,2024-01-16 03:00:00,Ethiopia,Espresso,27,2,8.79,8.24,8.59,6.94,8.41,7.1,48.07,Specialty
ROASTER_01_B0087_S2,ROASTER_01,87,2024-01-16 03:00:00,Ethiopia,Espresso,27,2,7.94,6.98,7.81,7.09,8.29,6.86,44.97,Premium
ROASTER_01_B0087_S3,ROASTER_01,87,2024-01-16 03:00:00,Ethiopia,Espresso,27,2,7.68,7.21,7.35,8.21,7.72,7.45,45.62,Premium
ROASTER_01_B0087_S4,ROASTER_01,87,2024-01-16 03:00:00,Ethiopia,Espresso,27,2,7.66,7.67,7.58,7.65,8.44,7.56,46.56,Premium
ROASTER_01_B0087_S5,ROASTER_01,87,2024-01-16 03:00:00,Ethiopia,Espresso,27,2,7.69,7.35,7.88,6.71,7.93,7.04,44.6,Premium
ROASTER_01_B0088_S1,ROASTER_01,88,2024-01-16 06:00:00,Ethiopia,Medium,28,2,7.43,7.87,7.81,7.7,7.33,7.32,45.46,Premium
ROASTER_01_B0088_S2,ROASTER_01,88,2024-01-16 06:00:00,Ethiopia,Medium,28,2,7.22,7.28,7.9,7.53,7.67,7.01,44.61,Premium
ROASTER_01_B0088_S3,ROASTER_01,88,2024-01-16 06:00:00,Ethiopia,Medium,28,2,7.83,7.55,7.38,7.81,7.1,6.7,44.37,Premium
ROASTER_01_B0088_S4,ROASTER_01,88,2024-01-16 06:00:00,Ethiopia,Medium,28,2,7.26,6.92,7.54,7.81,6.59,7.07,43.19,Premium
ROASTER_01_B0088_S5,ROASTER_01,88,2024-01-16 06:00:00,Ethiopia,Medium,28,2,7.44,7.66,7.95,8.44,7.35,8.07,46.91,Premium
ROASTER_01_B0089_S1,ROASTER_01,89,2024-01-16 09:00:00,Colombia,Light,29,2,7.74,6.73,7.6,8.61,7.25,7.0,44.93,Premium
ROASTER_01_B0089_S2,ROASTER_01,89,2024-01-16 09:00:00,Colombia,Light,29,2,7.99,6.89,7.88,7.23,6.7,7.39,44.08,Premium
ROASTER_01_B0089_S3,ROASTER_01,89,2024-01-16 09:00:00,Colombia,Light,29,2,7.62,6.98,8.0,7.5,6.42,6.96,43.48,Premium
ROASTER_01_B0089_S4,ROASTER_01,89,2024-01-16 09:00:00,Colombia,Light,29,2,8.49,6.45,7.92,8.08,7.18,6.85,44.97,Premium
ROASTER_01_B0089_S5,ROASTER_01,89,2024-01-16 09:00:00,Colombia,Light,29,2,8.05,7.55,7.59,7.86,7.36,6.3,44.71,Premium
ROASTER_01_B0090_S1,ROASTER_01,90,2024-01-16 13:00:00,Kenya,Dark,30,3,7.38,7.18,7.35,7.25,7.63,7.54,44.33,Premium
ROASTER_01_B0090_S2,ROASTER_01,90,2024-01-16 13:00:00,Kenya,Dark,30,3,8.14,7.01,7.64,7.21,7.69,7.14,44.83,Premium
ROASTER_01_B0090_S3,ROASTER_01,90,2024-01-16 13:00:00,Kenya,Dark,30,3,7.73,7.24,8.09,7.52,8.11,7.42,46.11,Premium
ROASTER_01_B0090_S4,ROASTER_01,90,2024-01-16 13:00:00,Kenya,Dark,30,3,7.98,6.01,7.64,7.33,8.48,7.05,44.49,Premium
ROASTER_01_B0090_S5,ROASTER_01,90,2024-01-16 13:00:00,Kenya,Dark,30,3,7.63,6.82,7.26,7.64,7.67,6.95,43.97,Premium
ROASTER_01_B0091_S1,ROASTER_01,91,2024-01-16 14:00:00,Ethiopia,Medium,1,3,8.02,6.72,8.46,7.41,7.34,7.47,45.42,Premium
ROASTER_01_B0091_S2,ROASTER_01,91,2024-01-16 14:00:00,Ethiopia,Medium,1,3,7.88,7.58,7.72,7.76,7.66,7.03,45.63,Premium
ROASTER_01_B0091_S3,ROASTER_01,91,2024-01-16 14:00:00,Ethiopia,Medium,1,3,8.09,8.01,8.12,6.97,7.38,7.57,46.14,Premium
ROASTER_01_B0091_S4,ROASTER_01,91,2024-01-16 14:00:00,Ethiopia,Medium,1,3,7.36,7.27,8.29,7.92,7.32,7.43,45.59,Premium
ROASTER_01_B0091_S5,ROASTER_01,91,2024-01-16 14:00:00,Ethiopia,Medium,1,3,7.92,7.36,8.22,7.57,7.62,6.9,45.59,Premium
ROASTER_01_B0092_S1,ROASTER_01,92,2024-01-16 17:00:00,Kenya,Espresso,2,3,8.22,7.7,7.15,6.99,8.01,7.03,45.1,Premium
ROASTER_01_B0092_S2,ROASTER_01,92,2024-01-16 17:00:00,Kenya,Espresso,2,3,8.0,7.1,7.24,7.68,7.84,7.3,45.16,Premium
ROASTER_01_B0092_S3,ROASTER_01,92,2024-01-16 17:00:00,Kenya,Espresso,2,3,7.46,7.95,7.39,7.39,7.61,7.16,44.96,Premium
ROASTER_01_B0092_S4,ROASTER_01,92,2024-01-16 17:00:00,Kenya,Espresso,2,3,7.72,6.86,6.92,7.57,7.6,6.75,43.42,Premium
ROASTER_01_B0092_S5,ROASTER_01,92,2024-01-16 17:00:00,Kenya,Espresso,2,3,8.68,7.29,7.48,7.48,7.86,6.91,45.7,Premium
ROASTER_01_B0093_S1,ROASTER_01,93,2024-01-16 20:00:00,Brazil,Dark,3,3,7.47,6.97,7.34,7.4,7.44,6.52,43.14,Premium
ROASTER_01_B0093_S2,ROASTER_01,93,2024-01-16 20:00:00,Brazil,Dark,3,3,6.94,6.87,7.4,7.16,7.77,5.9,42.04,Premium
ROASTER_01_B0093_S3,ROASTER_01,93,2024-01-16 20:00:00,Brazil,Dark,3,3,7.64,6.85,7.8,7.17,7.65,6.67,43.78,Premium
ROASTER_01_B0093_S4,ROASTER_01,93,2024-01-16 20:00:00,Brazil,Dark,3,3,8.19,7.19,7.45,7.41,7.03,6.76,44.03,Premium
ROASTER_01_B0093_S5,ROASTER_01,93,2024-01-16 20:00:00,Brazil,Dark,3,3,7.56,6.1,7.09,6.97,7.68,6.62,42.02,Premium
ROASTER_01_B0094_S1,ROASTER_01,94,2024-01-16 23:00:00,Guatemala,Light,4,3,7.39,7.35,7.35,7.66,6.7,7.34,43.79,Premium
ROASTER_01_B0094_S2,ROASTER_01,94,2024-01-16 23:00:00,Guatemala,Light,4,3,7.22,7.69,7.94,7.75,7.06,6.8,44.46,Premium
ROASTER_01_B0094_S3,ROASTER_01,94,2024-01-16 23:00:00,Guatemala,Light,4,3,7.87,6.56,7.44,8.04,7.02,6.41,43.34,Premium
ROASTER_01_B0094_S4,ROASTER_01,94,2024-01-16 23:00:00,Guatemala,Light,4,3,7.23,6.7,7.02,8.36,7.52,7.26,44.09,Premium
ROASTER_01_B0094_S5,ROASTER_01,94,2024-01-16 23:00:00,Guatemala,Light,4,3,7.59,7.23,8.38,8.14,6.93,6.71,44.98,Premium
ROASTER_01_B0095_S1,ROASTER_01,95,2024-01-17 03:00:00,Kenya,Dark,5,3,7.59,6.29,7.71,7.92,7.41,7.07,43.99,Premium
ROASTER_01_B0095_S2,ROASTER_01,95,2024-01-17 03:00:00,Kenya,Dark,5,3,7.71,6.39,6.83,7.02,8.42,6.63,43.0,Premium
ROASTER_01_B0095_S3,ROASTER_01,95,2024-01-17 03:00:00,Kenya,Dark,5,3,7.43,6.83,7.33,7.09,7.73,7.28,43.69,Premium
ROASTER_01_B0095_S4,ROASTER_01,95,2024-01-17 03:00:00,Kenya,Dark,5,3,7.31,6.98,7.16,7.14,7.69,6.7,42.98,Premium
ROASTER_01_B0095_S5,ROASTER_01,95,2024-01-17 03:00:00,Kenya,Dark,5,3,6.97,7.24,6.88,7.57,7.55,7.32,43.53,Premium
ROASTER_01_B0096_S1,ROASTER_01,96,2024-01-17 06:00:00,Ethiopia,Light,6,3,7.9,7.23,7.75,8.09,7.56,6.84,45.37,Premium
ROASTER_01_B0096_S2,ROASTER_01,96,2024-01-17 06:00:00,Ethiopia,Light,6,3,7.96,7.57,7.85,8.15,7.4,7.16,46.09,Premium
ROASTER_01_B0096_S3,ROASTER_01,96,2024-01-17 06:00:00,Ethiopia,Light,6,3,8.17,6.89,7.45,7.34,7.82,7.17,44.84,Premium
ROASTER_01_B0096_S4,ROASTER_01,96,2024-01-17 06:00:00,Ethiopia,Light,6,3,8.61,7.62,7.89,7.41,7.53,6.88,45.94,Premium
ROASTER_01_B0096_S5,ROASTER_01,96,2024-01-17 06:00:00,Ethiopia,Light,6,3,7.92,7.29,7.78,8.19,7.63,7.25,46.06,Premium
ROASTER_01_B0097_S1,ROASTER_01,97,2024-01-17 08:00:00,Guatemala,Medium,7,3,7.42,7.55,7.08,7.91,7.07,7.05,44.08,Premium
ROASTER_01_B0097_S2,ROASTER_01,97,2024-01-17 08:00:00,Guatemala,Medium,7,3,7.0,7.41,7.64,7.99,6.69,7.88,44.61,Premium
ROASTER_01_B0097_S3,ROASTER_01,97,2024-01-17 08:00:00,Guatemala,Medium,7,3,7.6,7.72,7.89,6.87,7.59,7.41,45.08,Premium
ROASTER_01_B0097_S4,ROASTER_01,97,2024-01-17 08:00:00,Guatemala,Medium,7,3,7.65,7.26,7.16,7.38,7.48,7.33,44.26,Premium
ROASTER_01_B0097_S5,ROASTER_01,97,2024-01-17 08:00:00,Guatemala,Medium,7,3,7.24,7.03,7.43,7.35,7.23,7.4,43.68,Premium
ROASTER_01_B0098_S1,ROASTER_01,98,2024-01-17 11:00:00,Ethiopia,Medium,8,3,8.08,7.12,7.67,7.46,7.36,6.85,44.54,Premium
ROASTER_01_B0098_S2,ROASTER_01,98,2024-01-17 11:00:00,Ethiopia,Medium,8,3,7.45,7.86,7.37,7.41,7.78,7.89,45.76,Premium
ROASTER_01_B0098_S3,ROASTER_01,98,2024-01-17 11:00:00,Ethiopia,Medium,8,3,8.1,7.34,8.26,6.92,7.45,7.75,45.82,Premium
ROASTER_01_B0098_S4,ROASTER_01,98,2024-01-17 11:00:00,Ethiopia,Medium,8,3,7.99,7.75,8.85,8.15,8.28,7.17,48.19,Specialty
ROASTER_01_B0098_S5,ROASTER_01,98,2024-01-17 11:00:00,Ethiopia,Medium,8,3,8.17,6.87,7.76,7.82,7.56,7.39,45.57,Premium
ROASTER_01_B0099_S1,ROASTER_01,99,2024-01-17 14:00:00,Ethiopia,Light,9,3,7.93,7.74,8.15,7.89,6.85,7.21,45.77,Premium
ROASTER_01_B0099_S2,ROASTER_01,99,2024-01-17 14:00:00,Ethiopia,Light,9,3,8.31,6.99,7.92,7.66,7.18,7.01,45.07,Premium
ROASTER_01_B0099_S3,ROASTER_01,99,2024-01-17 14:00:00,Ethiopia,Light,9,3,7.8,7.16,8.28,8.0,7.31,7.11,45.66,Premium
ROASTER_01_B0099_S4,ROASTER_01,99,2024-01-17 14:00:00,Ethiopia,Light,9,3,7.8,7.3,7.85,7.98,7.07,7.44,45.44,Premium
ROASTER_01_B0099_S5,ROASTER_01,99,2024-01-17 14:00:00,Ethiopia,Light,9,3,8.72,6.68,7.73,8.56,6.78,7.35,45.82,Premium
ROASTER_01_B0100_S1,ROASTER_01,100,2024-01-17 19:00:00,Kenya,Light,10,3,7.74,6.9,7.12,8.14,7.2,7.29,44.39,Premium
ROASTER_01_B0100_S2,ROASTER_01,100,2024-01-17 19:00:00,Kenya,Light,10,3,7.78,7.43,7.33,8.12,7.03,6.74,44.43,Premium
ROASTER_01_B0100_S3,ROASTER_01,100,2024-01-17 19:00:00,Kenya,Light,10,3,7.97,7.41,6.56,7.89,7.86,6.99,44.68,Premium
ROASTER_01_B0100_S4,ROASTER_01,100,2024-01-17 19:00:00,Kenya,Light,10,3,8.12,7.62,7.33,7.13,7.18,6.96,44.34,Premium
ROASTER_01_B0100_S5,ROASTER_01,100,2024-01-17 19:00:00,Kenya,Light,10,3,7.78,6.23,7.73,7.86,7.15,6.82,43.57,Premium
ROASTER_01_B0101_S1,ROASTER_01,101,2024-01-17 22:00:00,Brazil,Light,11,3,7.23,6.74,7.06,8.74,6.91,6.74,43.42,Premium
ROASTER_01_B0101_S2,ROASTER_01,101,2024-01-17 22:00:00,Brazil,Light,11,3,7.61,7.23,7.04,7.08,6.71,7.02,42.69,Premium
ROASTER_01_B0101_S3,ROASTER_01,101,2024-01-17 22:00:00,Brazil,Light,11,3,8.11,7.25,7.53,7.33,7.06,6.84,44.12,Premium
ROASTER_01_B0101_S4,ROASTER_01,101,2024-01-17 22:00:00,Brazil,Light,11,3,7.2,7.03,7.26,7.52,6.69,7.42,43.12,Premium
ROASTER_01_B0101_S5,ROASTER_01,101,2024-01-17 22:00:00,Brazil,Light,11,3,7.67,7.19,7.13,7.43,7.79,6.27,43.48,Premium
ROASTER_01_B0102_S1,ROASTER_01,102,2024-01-18 01:00:00,Colombia,Medium,12,3,7.26,7.15,7.69,7.34,7.97,7.24,44.65,Premium
ROASTER_01_B0102_S2,ROASTER_01,102,2024-01-18 01:00:00,Colombia,Medium,12,3,7.29,7.81,7.47,7.19,7.48,7.7,44.94,Premium
ROASTER_01_B0102_S3,ROASTER_01,102,2024-01-18 01:00:00,Colombia,Medium,12,3,7.45,7.24,7.2,7.75,7.67,7.61,44.92,Premium
ROASTER_01_B0102_S4,ROASTER_01,102,2024-01-18 01:00:00,Colombia,Medium,12,3,7.19,6.96,7.19,7.67,7.27,7.15,43.43,Premium
ROASTER_01_B0102_S5,ROASTER_01,102,2024-01-18 01:00:00,Colombia,Medium,12,3,7.79,7.5,7.63,7.88,7.27,7.54,45.61,Premium
ROASTER_01_B0103_S1,ROASTER_01,103,2024-01-18 04:00:00,Colombia,Espresso,13,3,8.16,7.19,7.15,7.18,8.22,7.09,44.99,Premium
ROASTER_01_B0103_S2,ROASTER_01,103,2024-01-18 04:00:00,Colombia,Espresso,13,3,7.6,7.02,7.7,7.25,7.48,6.89,43.94,Premium
ROASTER_01_B0103_S3,ROASTER_01,103,2024-01-18 04:00:00,Colombia,Espresso,13,3,7.82,7.17,7.08,7.84,7.52,6.3,43.73,Premium
ROASTER_01_B0103_S4,ROASTER_01,103,2024-01-18 04:00:00,Colombia,Espresso,13,3,8.13,6.15,8.07,7.2,8.55,6.43,44.53,Premium
ROASTER_01_B0103_S5,ROASTER_01,103,2024-01-18 04:00:00,Colombia,Espresso,13,3,7.46,6.93,8.17,7.38,7.9,7.25,45.09,Premium
ROASTER_01_B0104_S1,ROASTER_01,104,2024-01-18 06:00:00,Kenya,Espresso,14,3,8.31,6.82,8.15,7.6,7.9,7.14,45.92,Premium
ROASTER_01_B0104_S2,ROASTER_01,104,2024-01-18 06:00:00,Kenya,Espresso,14,3,7.56,6.61,7.44,7.08,7.93,7.16,43.78,Premium
ROASTER_01_B0104_S3,ROASTER_01,104,2024-01-18 06:00:00,Kenya,Espresso,14,3,8.1,6.94,7.77,7.02,8.41,7.16,45.4,Premium
ROASTER_01_B0104_S4,ROASTER_01,104,2024-01-18 06:00:00,Kenya,Espresso,14,3,7.9,6.85,7.65,6.53,7.58,6.27,42.78,Premium
ROASTER_01_B0104_S5,ROASTER_01,104,2024-01-18 06:00:00,Kenya,Espresso,14,3,7.69,7.29,7.7,7.55,7.86,6.59,44.68,Premium
ROASTER_01_B0105_S1,ROASTER_01,105,2024-01-18 10:00:00,Brazil,Light,15,3,7.76,6.48,6.81,7.52,6.48,7.25,42.3,Premium
ROASTER_01_B0105_S2,ROASTER_01,105,2024-01-18 10:00:00,Brazil,Light,15,3,8.29,7.21,7.59,7.96,6.96,6.77,44.78,Premium
ROASTER_01_B0105_S3,ROASTER_01,105,2024-01-18 10:00:00,Brazil,Light,15,3,7.45,6.49,7.55,7.82,6.38,6.57,42.26,Premium
ROASTER_01_B0105_S4,ROASTER_01,105,2024-01-18 10:00:00,Brazil,Light,15,3,7.8,7.43,7.9,7.84,6.8,7.11,44.88,Premium
ROASTER_01_B0105_S5,ROASTER_01,105,2024-01-18 10:00:00,Brazil,Light,15,3,7.6,6.61,7.12,7.93,6.89,7.61,43.76,Premium
ROASTER_01_B0106_S1,ROASTER_01,106,2024-01-18 11:00:00,Ethiopia,Dark,16,3,8.0,6.97,7.35,7.63,7.77,7.33,45.05,Premium
ROASTER_01_B0106_S2,ROASTER_01,106,2024-01-18 11:00:00,Ethiopia,Dark,16,3,7.88,7.55,7.45,7.43,7.86,7.11,45.28,Premium
ROASTER_01_B0106_S3,ROASTER_01,106,2024-01-18 11:00:00,Ethiopia,Dark,16,3,7.52,7.72,8.02,7.33,7.45,7.72,45.76,Premium
ROASTER_01_B0106_S4,ROASTER_01,106,2024-01-18 11:00:00,Ethiopia,Dark,16,3,7.71,7.69,7.29,7.1,7.21,6.76,43.76,Premium
ROASTER_01_B0106_S5,ROASTER_01,106,2024-01-18 11:00:00,Ethiopia,Dark,16,3,8.51,7.45,7.4,7.72,7.88,7.28,46.24,Premium
ROASTER_01_B0107_S1,ROASTER_01,107,2024-01-18 16:00:00,Ethiopia,Light,17,3,7.82,6.92,7.93,8.36,6.35,7.57,44.95,Premium
ROASTER_01_B0107_S2,ROASTER_01,107,2024-01-18 16:00:00,Ethiopia,Light,17,3,7.61,7.01,7.33,7.9,7.21,7.23,44.29,Premium
ROASTER_01_B0107_S3,ROASTER_01,107,2024-01-18 16:00:00,Ethiopia,Light,17,3,7.98,7.08,8.13,8.49,7.52,7.22,46.42,Premium
ROASTER_01_B0107_S4,ROASTER_01,107,2024-01-18 16:00:00,Ethiopia,Light,17,3,8.21,6.88,7.41,7.25,6.86,7.64,44.25,Premium
ROASTER_01_B0107_S5,ROASTER_01,107,2024-01-18 16:00:00,Ethiopia,Light,17,3,7.87,6.78,7.43,7.8,7.04,6.69,43.61,Premium
ROASTER_01_B0108_S1,ROASTER_01,108,2024-01-18 19:00:00,Brazil,Espresso,18,3,7.23,6.94,7.39,7.42,7.62,6.64,43.24,Premium
ROASTER_01_B0108_S2,ROASTER_01,108,2024-01-18 19:00:00,Brazil,Espresso,18,3,7.82,6.8,7.44,7.17,7.33,6.4,42.96,Premium
ROASTER_01_B0108_S3,ROASTER_01,108,2024-01-18 19:00:00,Brazil,Espresso,18,3,7.21,7.13,7.35,7.18,8.05,6.63,43.55,Premium
ROASTER_01_B0108_S4,ROASTER_01,108,2024-01-18 19:00:00,Brazil,Espresso,18,3,7.32,6.83,7.61,7.08,7.27,6.13,42.24,Premium
ROASTER_01_B0108_S5,ROASTER_01,108,2024-01-18 19:00:00,Brazil,Espresso,18,3,7.63,6.89,7.35,7.57,7.11,7.13,43.68,Premium
ROASTER_01_B0109_S1,ROASTER_01,109,2024-01-18 22:00:00,Guatemala,Medium,19,3,7.33,7.69,6.9,7.44,6.95,7.25,43.56,Premium
ROASTER_01_B0109_S2,ROASTER_01,109,2024-01-18 22:00:00,Guatemala,Medium,19,3,7.33,7.64,7.45,7.61,7.38,7.37,44.78,Premium
ROASTER_01_B0109_S3,ROASTER_01,109,2024-01-18 22:00:00,Guatemala,Medium,19,3,7.53,7.18,6.89,7.32,7.3,7.61,43.83,Premium
ROASTER_01_B0109_S4,ROASTER_01,109,2024-01-18 22:00:00,Guatemala,Medium,19,3,7.31,6.52,7.05,6.95,7.28,6.74,41.85,Commercial
ROASTER_01_B0109_S5,ROASTER_01,109,2024-01-18 22:00:00,Guatemala,Medium,19,3,7.17,7.09,7.8,6.82,7.18,7.88,43.94,Premium
ROASTER_01_B0110_S1,ROASTER_01,110,2024-01-18 23:00:00,Brazil,Dark,20,3,7.07,6.94,7.6,6.65,7.84,6.75,42.85,Premium
ROASTER_01_B0110_S2,ROASTER_01,110,2024-01-18 23:00:00,Brazil,Dark,20,3,7.55,6.71,7.03,6.62,7.51,7.36,42.78,Premium
ROASTER_01_B0110_S3,ROASTER_01,110,2024-01-18 23:00:00,Brazil,Dark,20,3,6.79,7.13,7.79,7.36,6.9,6.52,42.49,Premium
ROASTER_01_B0110_S4,ROASTER_01,110,2024-01-18 23:00:00,Brazil,Dark,20,3,6.44,6.84,7.0,6.42,7.19,6.83,40.72,Commercial
ROASTER_01_B0110_S5,ROASTER_01,110,2024-01-18 23:00:00,Brazil,Dark,20,3,7.19,7.01,7.14,7.81,8.13,6.48,43.76,Premium
ROASTER_01_B0111_S1,ROASTER_01,111,2024-01-19 03:00:00,Brazil,Espresso,21,3,8.66,7.63,7.09,7.33,7.93,6.73,45.37,Premium
ROASTER_01_B0111_S2,ROASTER_01,111,2024-01-19 03:00:00,Brazil,Espresso,21,3,7.48,6.65,7.51,6.29,8.08,7.32,43.33,Premium
ROASTER_01_B0111_S3,ROASTER_01,111,2024-01-19 03:00:00,Brazil,Espresso,21,3,7.42,7.34,7.74,7.33,7.67,7.13,44.63,Premium
ROASTER_01_B0111_S4,ROASTER_01,111,2024-01-19 03:00:00,Brazil,Espresso,21,3,8.12,7.54,7.36,6.64,7.89,5.74,43.29,Premium
ROASTER_01_B0111_S5,ROASTER_01,111,2024-01-19 03:00:00,Brazil,Espresso,21,3,7.35,6.52,6.96,7.56,7.82,7.26,43.47,Premium
ROASTER_01_B0112_S1,ROASTER_01,112,2024-01-19 06:00:00,Ethiopia,Medium,22,3,7.22,7.65,8.05,7.53,6.97,7.2,44.62,Premium
ROASTER_01_B0112_S2,ROASTER_01,112,2024-01-19 06:00:00,Ethiopia,Medium,22,3,7.99,7.58,7.59,7.48,7.17,7.42,45.23,Premium
ROASTER_01_B0112_S3,ROASTER_01,112,2024-01-19 06:00:00,Ethiopia,Medium,22,3,7.73,7.04,7.58,7.46,7.14,7.49,44.44,Premium
ROASTER_01_B0112_S4,ROASTER_01,112,2024-01-19 06:00:00,Ethiopia,Medium,22,3,7.53,6.26,7.71,6.87,7.21,7.32,42.9,Premium
ROASTER_01_B0112_S5,ROASTER_01,112,2024-01-19 06:00:00,Ethiopia,Medium,22,3,7.44,7.3,7.5,7.48,7.19,7.36,44.27,Premium
ROASTER_01_B0113_S1,ROASTER_01,113,2024-01-19 10:00:00,Kenya,Espresso,23,3,7.85,6.9,7.03,6.59,8.2,7.81,44.38,Premium
ROASTER_01_B0113_S2,ROASTER_01,113,2024-01-19 10:00:00,Kenya,Espresso,23,3,8.2,7.15,7.77,7.05,7.95,6.66,44.78,Premium
ROASTER_01_B0113_S3,ROASTER_01,113,2024-01-19 10:00:00,Kenya,Espresso,23,3,8.63,7.48,7.9,7.32,7.67,6.78,45.78,Premium
ROASTER_01_B0113_S4,ROASTER_01,113,2024-01-19 10:00:00,Kenya,Espresso,23,3,7.33,7.07,7.59,7.61,8.3,6.75,44.65,Premium
ROASTER_01_B0113_S5,ROASTER_01,113,2024-01-19 10:00:00,Kenya,Espresso,23,3,7.95,7.15,7.49,7.41,8.17,7.75,45.92,Premium
ROASTER_01_B0114_S1,ROASTER_01,114,2024-01-19 12:00:00,Kenya,Espresso,24,3,7.53,7.04,7.69,7.15,7.87,7.44,44.72,Premium
ROASTER_01_B0114_S2,ROASTER_01,114,2024-01-19 12:00:00,Kenya,Espresso,24,3,8.21,6.77,7.98,7.15,7.83,6.96,44.9,Premium
ROASTER_01_B0114_S3,ROASTER_01,114,2024-01-19 12:00:00,Kenya,Espresso,24,3,8.08,7.24,7.21,6.81,7.38,7.37,44.09,Premium
ROASTER_01_B0114_S4,ROASTER_01,114,2024-01-19 12:00:00,Kenya,Espresso,24,3,7.45,7.28,7.53,7.38,8.12,6.61,44.37,Premium
ROASTER_01_B0114_S5,ROASTER_01,114,2024-01-19 12:00:00,Kenya,Espresso,24,3,7.82,7.68,7.03,7.22,8.43,6.43,44.61,Premium
ROASTER_01_B0115_S1,ROASTER_01,115,2024-01-19 14:00:00,Ethiopia,Espresso,25,3,7.82,7.15,7.33,6.91,7.27,6.69,43.17,Premium
ROASTER_01_B0115_S2,ROASTER_01,115,2024-01-19 14:00:00,Ethiopia,Espresso,25,3,8.46,7.54,7.08,7.83,7.5,6.81,45.22,Premium
ROASTER_01_B0115_S3,ROASTER_01,115,2024-01-19 14:00:00,Ethiopia,Espresso,25,3,7.69,7.34,7.34,7.24,7.13,7.07,43.81,Premium
ROASTER_01_B0115_S4,ROASTER_01,115,2024-01-19 14:00:00,Ethiopia,Espresso,25,3,8.09,7.03,7.96,7.09,7.45,6.96,44.58,Premium
ROASTER_01_B0115_S5,ROASTER_01,115,2024-01-19 14:00:00,Ethiopia,Espresso,25,3,8.08,7.55,7.52,7.17,7.52,7.29,45.13,Premium
ROASTER_01_B0116_S1,ROASTER_01,116,2024-01-19 19:00:00,Colombia,Medium,26,3,7.72,6.83,7.78,7.71,7.09,6.68,43.81,Premium
ROASTER_01_B0116_S2,ROASTER_01,116,2024-01-19 19:00:00,Colombia,Medium,26,3,7.73,6.85,7.59,7.25,6.97,7.75,44.14,Premium
ROASTER_01_B0116_S3,ROASTER_01,116,2024-01-19 19:00:00,Colombia,Medium,26,3,7.87,6.99,7.59,7.84,7.38,6.94,44.61,Premium
ROASTER_01_B0116_S4,ROASTER_01,116,2024-01-19 19:00:00,Colombia,Medium,26,3,7.56,7.22,7.67,7.16,6.73,7.26,43.6,Premium
ROASTER_01_B0116_S5,ROASTER_01,116,2024-01-19 19:00:00,Colombia,Medium,26,3,7.71,7.47,7.63,7.59,7.27,7.28,44.95,Premium
ROASTER_01_B0117_S1,ROASTER_01,117,2024-01-19 22:00:00,Guatemala,Medium,27,3,8.18,6.63,7.37,7.81,6.39,6.31,42.69,Premium
ROASTER_01_B0117_S2,ROASTER_01,117,2024-01-19 22:00:00,Guatemala,Medium,27,3,8.47,6.76,7.05,7.98,7.34,7.63,45.23,Premium
ROASTER_01_B0117_S3,ROASTER_01,117,2024-01-19 22:00:00,Guatemala,Medium,27,3,7.55,7.26,7.12,6.79,7.01,6.8,42.53,Premium
ROASTER_01_B0117_S4,ROASTER_01,117,2024-01-19 22:00:00,Guatemala,Medium,27,3,7.82,7.08,7.11,7.84,7.62,7.34,44.81,Premium
ROASTER_01_B0117_S5,ROASTER_01,117,2024-01-19 22:00:00,Guatemala,Medium,27,3,7.44,7.17,7.65,7.66,7.36,6.96,44.24,Premium
ROASTER_01_B0118_S1,ROASTER_01,118,2024-01-20 00:00:00,Brazil,Dark,28,3,7.2,7.1,7.15,6.43,7.68,7.04,42.6,Premium
ROASTER_01_B0118_S2,ROASTER_01,118,2024-01-20 00:00:00,Brazil,Dark,28,3,7.04,6.95,7.3,7.48,7.62,7.28,43.67,Premium
ROASTER_01_B0118_S3,ROASTER_01,118,2024-01-20 00:00:00,Brazil,Dark,28,3,7.63,5.81,6.88,6.85,7.0,6.76,40.93,Commercial
ROASTER_01_B0118_S4,ROASTER_01,118,2024-01-20 00:00:00,Brazil,Dark,28,3,7.07,6.75,6.79,7.49,6.95,6.46,41.51,Commercial
ROASTER_01_B0118_S5,ROASTER_01,118,2024-01-20 00:00:00,Brazil,Dark,28,3,7.05,6.79,7.23,6.64,7.63,6.66,42.0,Premium
ROASTER_01_B0119_S1,ROASTER_01,119,2024-01-20 03:00:00,Ethiopia,Espresso,29,3,8.13,7.59,7.74,7.24,8.48,6.98,46.16,Premium
ROASTER_01_B0119_S2,ROASTER_01,119,2024-01-20 03:00:00,Ethiopia,Espresso,29,3,7.83,6.93,7.69,7.6,7.27,7.25,44.57,Premium
ROASTER_01_B0119_S3,ROASTER_01,119,2024-01-20 03:00:00,Ethiopia,Espresso,29,3,8.16,7.57,7.12,7.76,7.9,7.01,45.52,Premium
